Number of iterations;200;;;;
Reserve;55;;;;
Seed;2;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;934.5809493137479;819.1335220218998;506.76660068625205;3.1236112307960067
1;PiratesBB;970.5307815149405;825.5693633968185;497.3227184850595;2.7309348174947217
2;PiratesBB;1030.128070910462;971.013178177722;454.9106790895381;2.7982122012812103
3;PiratesBB;929.9853333989046;975.3101278919931;419.9084166010952;2.9414221634432276
4;PiratesBB;993.9647207696025;894.7063978323831;517.1728292303974;2.9675980535779716
5;Seller;4859.189855907658;1782.2743921717745;0;0
