Number of iterations;200;;;;
Reserve;170;;;;
Seed;2;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;105.4;622.1070968892735;1.3559999999999999;0.05365698090649552
1;PiratesBB;53.7455;377.61196866591933;1.22015;0.05099972462609489
2;PiratesBB;79.7045;501.0599442479423;0.7222;0.02362878073451949
3;PiratesBB;23.409000000000002;199.46236341475517;0.3995;0.020597648379123316
4;PiratesBB;71.587;443.06920952713494;1.3278;0.04436925037680945
5;Seller;333.846;995.6738990673584;0;0
