Number of iterations;200;;;;
Reserve;50;;;;
Seed;1;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1028.0307928623304;909.6116262046891;532.8768571376696;3.208214665733297
1;PiratesBB;1054.452546178639;890.7360888528491;568.895753821361;3.006791271858382
2;PiratesBB;1012.3220189148784;904.7789008712175;434.84718108512163;2.4729769118403313
3;PiratesBB;987.5931375424236;857.9060447309976;466.12961245757634;2.7360401416580857
4;PiratesBB;947.3796401363611;844.6364817839623;469.2637098636389;2.863083838430816
5;Seller;5029.778135634632;1658.00350204793;0;0
