Number of iterations;200;;;;
Reserve;110;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;727.1796926332473;1072.8205541744862;197.76735736675263;1.8710549405261607
1;PiratesBB;625.1665584051133;969.9286125113242;140.7583415948868;1.5220200138267208
2;PiratesBB;824.6045253952027;1129.5437222671874;144.4738246047974;1.3693883825182922
3;PiratesBB;776.4452352639199;1047.9659532862795;170.89796473608018;1.6241310916140639
4;PiratesBB;674.9044331888675;1018.8269829055627;177.87346681113243;1.7921840437076595
5;Seller;3628.3004448863508;2322.818704787247;0;0
