Number of iterations;200;;;;
Reserve;90;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;745.3625649086058;955.503231696024;314.1851850913942;2.5712637327951433
1;PiratesBB;743.3123270934628;955.8688974070502;254.91182290653728;2.142629619062276
2;PiratesBB;750.8743069150999;1011.176232891445;221.88819308490008;2.0022521494792596
3;PiratesBB;788.7265824857203;1049.449074795685;257.9932675142797;2.34480600781384
4;PiratesBB;822.1029832702636;953.4563591001399;343.6030667297363;2.748406439660647
5;Seller;3850.3787646731525;2167.8861453781624;0;0
