Number of iterations;200;;;;
Reserve;140;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;489.5018625;1070.6200578119722;55.4801375;0.727218312806794
1;PiratesBB;364.6599672392369;907.6928090935976;41.309732760763175;0.5965277010487846
2;PiratesBB;429.97416632041933;986.8551748222691;50.36778367958069;0.7405411934010089
3;PiratesBB;437.8144447608948;983.6530154756708;43.70380523910522;0.616731371100839
4;PiratesBB;424.83425000000005;982.6953590754568;48.06955;0.7059918557302461
5;Seller;2146.784690820551;2065.042489925452;0;0
