Number of iterations;200;;;;
Reserve;105;;;;
Seed;5;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;819.289951184082;1044.6249401092737;233.589198815918;2.076995944218552
1;PiratesBB;745.4958792102814;1003.4408613910122;241.34762078971863;2.0673340525799446
2;PiratesBB;766.4411231275559;1054.308515949121;156.56282687244413;1.513373876018397
3;PiratesBB;585.1212106126785;1010.9231732495016;133.9276893873215;1.4819221370437652
4;PiratesBB;668.8406469535828;970.2093729162091;168.00455304641724;1.6656691892081696
5;Seller;3585.1888110881805;2253.0681927902106;0;0
