Number of iterations;200;;;;
Reserve;95;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;660.7938222215921;943.9113872530071;213.88632777840795;2.118826426723664
1;PiratesBB;845.9196799097061;1073.259446113419;215.81847009029389;1.8197385132342467
2;PiratesBB;855.7339942599506;1020.3568149595748;178.6329057400496;1.5246196209599514
3;PiratesBB;816.5317591151268;956.4088784405272;189.9467408848733;1.6675605512420872
4;PiratesBB;799.2604216147321;974.6382376258265;263.067878385268;2.179136942461967
5;Seller;3978.2396771211074;2219.4176556798184;0;0
