Number of iterations;200;;;;
Reserve;130;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;550.1793104190826;1074.2546308697142;74.82148958091736;0.9520653194665074
1;PiratesBB;386.6232092895508;883.2904769456051;51.96149071044922;0.7811215557299438
2;PiratesBB;506.3658908447266;1033.2114860644524;68.54610915527344;0.9059189564052705
3;PiratesBB;578.5402058654785;1080.455448395246;76.96994413452148;0.9260527526586596
4;PiratesBB;509.6192813461304;1004.7477295125037;87.29776865386962;1.0418521448965088
5;Seller;2531.327897764969;2275.522276475503;0;0
