Number of iterations;200;;;;
Reserve;80;;;;
Seed;1;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;898.7812301446578;960.7539231088626;385.04876985534224;2.9572407142183574
1;PiratesBB;842.3980537073704;928.353979511467;277.3573962926297;2.186549913837803
2;PiratesBB;1018.7621419409821;1060.9866151867664;324.76945805901795;2.282568525863626
3;PiratesBB;900.2556154836177;948.085790292669;330.36318451638226;2.3354844074932313
4;PiratesBB;827.8420297769718;942.1334798070492;295.26217022302825;2.3516926034360868
5;Seller;4488.039071053599;2264.913794506589;0;0
