Number of iterations;200;;;;
Reserve;125;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;724.3819744140626;1153.6341865612808;138.1148255859375;1.450346195593652
1;PiratesBB;485.3966814819336;953.2422174353992;76.9937685180664;0.9863320333604502
2;PiratesBB;430.38045647866727;810.7775884278442;64.28059352133273;0.9374120381360795
3;PiratesBB;489.60508847209815;988.1588987048568;73.9813615279019;0.9534411725490262
4;PiratesBB;514.4504527954101;948.4124447698381;86.28769720458985;1.0335883756924753
5;Seller;2644.214653642172;2197.881860259368;0;0
