Number of iterations;10;;;;
Reserve;0;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;Truthful;16.1085;10.096750479733565;1830.9814999999999;118.16836776820817
1;Truthful;13.24725;9.514203359320211;1848.03775;142.97182443835086
2;Truthful;10.822500000000002;10.942784266355616;1491.4115;154.7754615047715
3;Truthful;11.841;9.98363581066537;1635.9850000000001;147.5641847895349
4;Truthful;10.87725;10.627835059996933;1318.7127500000001;134.46177927697752
5;Seller;62.896499999999996;12.872701989093043;0;0
