Number of iterations;200;;;;
Reserve;30;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;973.4346504213725;923.070289364718;465.4976495786276;2.8613522928061945
1;PiratesBB;1116.9107075549514;858.9558551944328;579.4918424450486;2.8410571960005724
2;PiratesBB;1056.4600250717465;984.6710300776431;505.5861749282536;2.748437134597392
3;PiratesBB;1037.5465438324904;844.1092616526557;502.3170061675096;3.0127602565287264
4;PiratesBB;1142.0480896509166;863.4695881466644;595.8080603490836;3.103303247461113
5;Seller;5326.400016531477;1548.2026263130726;0;0
