Number of iterations;200;;;;
Reserve;10;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;996.5284377962604;902.123587019102;544.5386122037396;3.1795117976652723
1;PiratesBB;1100.0807487020827;831.2166196270148;593.9763012979174;2.9680861961356224
2;PiratesBB;984.9876793916344;888.5774662404348;420.65742060836556;2.47213761680273
3;PiratesBB;1056.2585947528562;872.6212832221311;521.0402552471437;2.8239918535405337
4;PiratesBB;1020.2341597779393;775.4699711542632;515.8609902220608;2.6485677694503575
5;Seller;5158.089620420774;1530.9593781578844;0;0
