Number of iterations;200;;;;
Reserve;150;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;359.57765;953.1413454808123;32.60905;0.5229535507958026
1;PiratesBB;140.8893;533.5424333026482;11.5682;0.3156925406847615
2;PiratesBB;234.3127164052885;786.9867759722945;20.276283594711497;0.41179792593803777
3;PiratesBB;280.37707013607024;844.173943650851;26.817229863929747;0.4591060059324322
4;PiratesBB;375.781375;964.8354840949505;26.831775000000004;0.389337187119802
5;Seller;1390.938111541359;1814.6108032437937;0;0
