Number of iterations;200;;;;
Reserve;40;;;;
Seed;3;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1047.2949132960557;858.5773788927199;570.9673867039442;3.2832980766334985
1;PiratesBB;1056.9685040148358;913.1353959121687;526.4438459851641;2.9221751158549902
2;PiratesBB;967.2120070097507;844.5134568318874;502.6127429902494;2.9386456216178187
3;PiratesBB;1037.6840867827214;877.3055983093218;492.1363132172786;2.609477075948791
4;PiratesBB;1076.922436387845;854.8742965685035;554.6110636121549;3.094647382633312
5;Seller;5186.081947491209;1648.029589222142;0;0
