Number of iterations;200;;;;
Reserve;120;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;693.597246875;1103.6167211594463;162.458053125;1.6568507837886393
1;PiratesBB;629.5289744155884;1001.0843755332165;112.88542558441162;1.2627351201973294
2;PiratesBB;496.02800605232716;935.3315937731843;76.43779394767284;0.9779425776303321
3;PiratesBB;599.5024886242628;1015.2276887077492;101.0225113757372;1.1790821755465108
4;PiratesBB;492.5585198707581;946.2578796109663;104.85318012924193;1.2473716200326235
5;Seller;2911.2152358379367;2069.363331043509;0;0
