Number of iterations;200;;;;
Reserve;30;;;;
Seed;3;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;968.8507523584201;877.210146093198;451.9813976415798;2.805007447831878
1;PiratesBB;1101.1837170579165;889.7944164828878;549.4531829420835;2.9015027517392995
2;PiratesBB;1105.778944030285;943.2241900433118;585.3935059697151;2.9217372919754325
3;PiratesBB;1110.9316085910202;961.2027514154609;479.4717414089799;2.5236497170793126
4;PiratesBB;1190.403930131653;905.7776804016519;530.908319868347;2.67465262602512
5;Seller;5477.148952169295;1641.6159969481603;0;0
