Number of iterations;200;;;;
Reserve;45;;;;
Seed;1;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1063.2615906800281;903.8031412635187;541.118609319972;2.8923816154754176
1;PiratesBB;1055.1101142836437;891.2380954263643;539.1947857163564;2.9680960821682145
2;PiratesBB;1129.660316891362;957.3403999129843;534.4451331086381;2.71092328430384
3;PiratesBB;1032.9009853100335;880.49920707825;485.75186468996645;2.5429120131281446
4;PiratesBB;930.4952894336478;854.9358168826959;471.51206056635215;2.774081685880304
5;Seller;5211.428296598715;1572.307461938511;0;0
