Number of iterations;200;;;;
Reserve;15;;;;
Seed;3;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1034.0537780147963;879.3264206662307;592.7124219852036;3.323054081466928
1;PiratesBB;1057.2737805981703;873.5906353589316;608.5361694018296;3.132161511096643
2;PiratesBB;1023.7094344285988;901.5282960061342;427.67431557140134;2.2594153192849946
3;PiratesBB;1101.0254331019926;918.6685631133839;531.9061668980073;2.9258143300614847
4;PiratesBB;979.9338509297849;811.627852721698;567.8531490702152;2.9538002638985676
5;Seller;5195.996277073345;1543.1846857170858;0;0
