Number of iterations;200;;;;
Reserve;75;;;;
Seed;1;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1031.5985776361726;1003.3361516944735;443.36797236382733;2.9167036690738555
1;PiratesBB;955.6854722281032;1019.226787067269;311.4864277718969;2.313469338613979
2;PiratesBB;874.4669497673748;1024.9493136583474;301.5855002326252;2.244452861302694
3;PiratesBB;999.9451487816705;987.2773084814672;377.23475121832956;2.6062703116837582
4;PiratesBB;756.3451351886575;796.718714677353;280.81741481134236;2.338081014852609
5;Seller;4618.04128360198;2213.3280931784147;0;0
