Number of iterations;200;;;;
Reserve;60;;;;
Seed;1;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;1061.0604863835429;927.3011089048347;529.2456636164571;3.3941879654927813
1;PiratesBB;1093.2289930340276;984.7880141880071;480.9261569659725;2.8584651799217933
2;PiratesBB;925.5145575581969;885.9147547706451;405.07389244180325;2.6566098495070456
3;PiratesBB;989.7102674317647;908.081924088612;435.91448256823526;2.9370215524692314
4;PiratesBB;937.7003251877272;808.4133361824674;453.79977481227274;3.0933636517782928
5;Seller;5007.214629595259;1926.4852235317094;0;0
