Number of iterations;200;;;;
Reserve;150;;;;
Seed;4;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;321.06865;925.9825378546158;21.399299999999997;0.3755697627775026
1;PiratesBB;219.0893;668.0472809558531;17.127650000000003;0.34726083777102945
2;PiratesBB;177.32479999999998;684.2129815137699;19.1622;0.41945668644569223
3;PiratesBB;353.64635000000004;914.8981449577725;25.4932;0.41019665264845906
4;PiratesBB;209.79670000000002;743.5733516736013;16.17725;0.3478100755059249
5;Seller;1280.9258;1738.1986423223816;0;0
