Number of iterations;200;;;;
Reserve;160;;;;
Seed;5;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;318.4631;971.2133562613297;12.63075;0.2247824073931001
1;PiratesBB;137.264;644.060351755951;4.37435;0.10226398236641053
2;PiratesBB;143.64800000000002;660.9574516532816;5.038950000000001;0.1632378968252702
3;PiratesBB;297.312;929.7210662644989;12.214;0.224947796054996
4;PiratesBB;177.56560000000002;735.9065323589945;8.12475;0.20786126773268143
5;Seller;1074.2527;1683.2202094844008;0;0
