Number of iterations;200;;;;
Reserve;155;;;;
Seed;;;;;
Agent #;Agent type;Average spent;SD spent;Average Utility;SD Utility
0;PiratesBB;323.7619;963.4682316508352;21.610950000000003;0.3986570570865864
1;PiratesBB;269.1539258699563;837.9040510322051;15.486824130043676;0.2973424757753357
2;PiratesBB;217.6125565268447;744.9398315736006;11.050743473155269;0.2657278866899873
3;PiratesBB;292.272912109375;877.9723509241843;19.561037890625002;0.3502712539857139
4;PiratesBB;244.875659375;793.9706277095473;15.859440625;0.3156107035283803
5;Seller;1347.6769538811761;1848.921273567803;0;0
